subject,body,category
Seguimiento pendiente,"Buen día, Piden responder con datos personales para activar una supuesta devolución. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Incluye una firma parecida a soporte oficial, pero solicita información sensible. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Fecha relacionada: 26 de marzo. Contacto: Santiago. Muchas gracias. Ref. 2785.",spam
Actualización del caso,"Hola, equipo, La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. Parece una alerta urgente, aunque la presión es parte del engaño. El paquete quedó en recepción y piden retirarlo antes del fin de semana. La referencia interna quedó como reg-929 y fue enviada desde bogotá.. Fecha relacionada: 17 de septiembre. Contacto: Paula. Por favor confirmar recibido. Ref. 2881.",spam
Beneficio disponible - autorización requerida,"Buenos días. Parece una alerta urgente, aunque la presión es parte del engaño. Aparece una factura inesperada con botón de pago y remitente no reconocido. Muchas gracias. Ref. 2590.",spam
Confirmación antes del cierre,"Buenas tardes, Necesito saber si debo esperar o hacer una corrección manual. Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. El docente dejó observaciones en la tarea, pero el archivo adjunto no abre. La invitación al evento cambió de lugar y aún no confirman el aforo. Fecha relacionada: 8 de marzo. Contacto: Nicolás. Quedo pendiente de respuesta. Ref. 0938.",trabajo
Información incompleta #79,"Buen día, También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. La universidad solicitó corregir el formulario de inscripción del semestre. La referencia interna quedó como reg-399 y fue enviada desde funza.. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. Fecha relacionada: 28 de marzo. Contacto: Diego. Me confirmas por favor. Ref. 1189.",urgente
Pendiente por sistema,"Hola, Hay dos versiones del documento y nadie confirma cuál es la válida. No es publicidad: hay una consecuencia directa si no se actúa ahora. Si no se autoriza el cambio esta tarde, el caso queda suspendido. También aparece 'formulario incompleto' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 20 de julio. Contacto: Nicolás. Quedo pendiente de respuesta. Ref. 1353.",urgente
Cambio en la programación - cambio de horario,"Saludos, Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. La incapacidad quedó cargada con una fecha diferente a la que indicó el médico. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. El trámite personal quedó radicado, pero falta un soporte de identidad. Fecha relacionada: 22 de octubre. Contacto: Paula. Avísame apenas puedas. Ref. 3393.",otros
Información incompleta,"Hola, equipo, El documento tiene un error que debe corregirse antes de radicarlo hoy. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo. El acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. Fecha relacionada: 11 de febrero. Contacto: Carlos. Agradezco la ayuda. Ref. 0615.",trabajo
Entrega en plataforma,"Buenos días, revisa esto porfa: la universidad solicitó corregir el formulario de inscripción del semestre / el jefe pidió consolidar el informe antes de enviarlo a gerencia / incluye una autorización familiar, no una cita médica / el soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha mencionada: 16 de mayo. Gracias. Ref. 2123.",educacion
Documento con observaciones #52,"Buenos días, Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. La referencia interna quedó como sol-536 y fue enviada desde cota.. Me llegó una notificación automática, pero no explica el motivo del cambio. La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. Fecha relacionada: 15 de julio. Contacto: Julián. Avísame apenas puedas. Ref. 0819.",trabajo
Actividad pendiente,"Buenas tardes, La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. La referencia interna quedó como rev-747 y fue enviada desde facatativá.. Fecha relacionada: 24 de junio. Contacto: Camila. Quedo pendiente de respuesta. Ref. 2278.",educacion
Soporte de pago,"Saludos, El mensaje suena urgente, pero la categoría correcta es seguimiento educativo. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. La aseguradora pidió repetir el examen antes de aprobar el procedimiento. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 26 de febrero. Contacto: Julián. Me confirmas por favor. Ref. 2221.",educacion
Actualización del caso,"Perdón la hora, La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. El coordinador solicitó validar indicadores antes del comité de seguimiento. Hay dos versiones del documento y nadie confirma cuál es la válida. Fecha relacionada: 20 de julio. Contacto: Paula. Quedo atento. Ref. 3087.",otros
Documento adjunto,"Hola, equipo, Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. Parece urgente por el tono, aunque es una coordinación cotidiana. El coordinador solicitó validar indicadores antes del comité de seguimiento. Fecha relacionada: 23 de septiembre. Contacto: Laura. Por favor confirmar recibido. Ref. 3086.",otros
Certificado en trámite - correo automático,"Hola, También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso.. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. El mensaje suena urgente, pero la categoría correcta es seguimiento educativo. La persona encargada está esperando confirmación ahora para no perder el cupo. Fecha relacionada: 17 de mayo. Contacto: Nicolás. Quedo pendiente de respuesta. Ref. 1846.",educacion
Respuesta pendiente - caso en revisión,"Buenas tardes. También aparece 'observación del encargado' en el asunto original y eso puede confundir el caso.. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. Quedo atento. Ref. 0668.",trabajo
Confirmación de asistencia,"Hola, equipo, El cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. La referencia interna quedó como caso-802 y fue enviada desde facatativá.. También aparece 'respuesta del área' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 22 de febrero. Contacto: Julián. Me confirmas por favor. Ref. 0960.",trabajo
Pendiente del contrato - revisión del documento,"Cordial saludo, revisa esto porfa: en el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa / El mensaje trae palabras de salud por el programa de bienestar, pero la tarea pendiente es del equipo y del contrato. / También aparece 'confirmación de asistencia' en el asunto original y eso puede confundir el caso. / la invitación al evento cambió de lugar y aún no confirman el aforo. Fecha mencionada: 3 de diciembre. Me confirmas por favor. Ref. 1098.",trabajo
Seguimiento pendiente - confirmación de asistencia,"Buenos días, El taller confirmó que el repuesto del vehículo llega mañana en la tarde. Nombra un supuesto contrato de trabajo para pedir datos personales. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. La información parece mezclada con otro caso y puede generar confusión. Fecha relacionada: 10 de agosto. Contacto: Diego. Quedo pendiente de respuesta. Ref. 2483.",spam
Revisión del formulario - estado del proceso,"Cordial saludo. El trámite personal quedó radicado, pero falta un soporte de identidad. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. Quedo pendiente de respuesta. Ref. 3433.",otros
Cambio en la fecha - caso en revisión,"Buen día, Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. La referencia interna quedó como rev-467 y fue enviada desde madrid.. La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. Fecha relacionada: 18 de enero. Contacto: Paula. Agradezco la ayuda. Ref. 1118.",trabajo
Actualización del caso,"Hola, equipo, El equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 13 de febrero. Contacto: Valentina. Quedo pendiente de respuesta. Ref. 2365.",spam
Consulta sobre el proceso,"Perdón la hora, El correo usa palabras de urgencia y seguridad para presionar, pero el dominio del remitente no coincide con la entidad.. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. El especialista cambió la cita y el resultado del laboratorio quedó sin revisión. Incluye una firma parecida a soporte oficial, pero solicita información sensible. Fecha relacionada: 13 de mayo. Contacto: Mariana. Agradezco la ayuda. Ref. 2352.",spam
Actualización de estado,"Hola, equipo, También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. Piden responder con datos personales para activar una supuesta devolución. La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha relacionada: 11 de marzo. Contacto: Paula. Gracias. Ref. 0443.",salud
Resultado pendiente,"Buenas tardes, me preocupa porque el soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Además, la consulta fue reagendada y no sé si el copago anterior todavía aplica. No quiero dejarlo mal clasificado: el archivo se llama informe final, pero corresponde a resultados clínicos. Gracias. Ref. 0045.",salud
Revisión del presupuesto - notificación del sistema,"Perdón la hora, La referencia interna quedó como msg-831 y fue enviada desde funza.. El coordinador solicitó validar indicadores antes del comité de seguimiento. Parece urgente porque hay cierre hoy, pero es el seguimiento normal de una entrega laboral con proveedor.. La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. Fecha relacionada: 7 de mayo. Contacto: Valentina. Agradezco la ayuda. Ref. 0826.",trabajo
Clase reprogramada,"Perdón la hora, El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Incluye una autorización familiar, no una cita médica. Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. La matrícula quedó pendiente porque falta cargar el certificado académico. Fecha relacionada: 12 de junio. Contacto: Diego. Muchas gracias. Ref. 2248.",educacion
Pendiente por sistema,Buenos días. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. Quedo pendiente de respuesta. Ref. 1777.,educacion
Respuesta pendiente,"Perdón la hora, Si no se autoriza el cambio esta tarde, el caso queda suspendido. La incapacidad quedó cargada con una fecha diferente a la que indicó el médico. La plataforma pide validación como si fuera un trámite académico. La referencia interna quedó como sol-847 y fue enviada desde medellín.. Fecha relacionada: 3 de julio. Contacto: Camila. Avísame apenas puedas. Ref. 0490.",salud
Verificación necesaria - revisión del documento #86,"Cordial saludo, El correo usa palabras de urgencia y seguridad para presionar, pero el dominio del remitente no coincide con la entidad.. La invitación al evento cambió de lugar y aún no confirman el aforo. Parece una alerta urgente, aunque la presión es parte del engaño. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. Fecha relacionada: 5 de marzo. Contacto: Laura. Quedo atento. Ref. 2563.",spam
Caso crítico,"Cordial saludo, Aunque el correo usa lenguaje de seguimiento, el plazo final es esta tarde y requiere acción inmediata.. El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. El documento tiene un error que debe corregirse antes de radicarlo hoy. Incluye datos médicos del soporte, pero lo crítico es la fecha límite. Fecha relacionada: 11 de abril. Contacto: Andrés. Quedo atento. Ref. 1563.",urgente
Revisión para hoy - revisión del documento,"Buen día, El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. La plataforma pide validación como si fuera un trámite académico. El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 15 de enero. Contacto: Carlos. Muchas gracias. Ref. 0088.",salud
Certificado en trámite,"Hola, equipo, Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. También aparece 'plazo cercano' en el asunto original y eso puede confundir el caso.. La coordinación pidió revisar las notas antes del cierre del periodo. Aparece una factura inesperada con botón de pago y remitente no reconocido. Fecha relacionada: 14 de febrero. Contacto: Camila. Quedo pendiente de respuesta. Ref. 2010.",educacion
Seguimiento pendiente - autorización requerida,"Buenos días, me preocupa porque la familia propuso mover la reunión del domingo por el clima y el transporte. Además, También aparece 'observación del encargado' en el asunto original y eso puede confundir el caso.. No quiero dejarlo mal clasificado: el mensaje suena urgente, pero la categoría correcta es seguimiento educativo. Por favor confirmar recibido. Ref. 2326.",educacion
Seguimiento pendiente #78,"Perdón la hora, También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. La persona encargada está esperando confirmación ahora para no perder el cupo. Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. Fecha relacionada: 17 de junio. Contacto: Diego. Avísame apenas puedas. Ref. 2015.",educacion
Pendiente de autorización,"Hola, Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. El cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. Fecha relacionada: 9 de mayo. Contacto: Andrés. Me confirmas por favor. Ref. 0940.",trabajo
Notificación recibida - respuesta del área,"Saludos, revisa esto porfa: El mensaje parece de trabajo porque menciona informe y reunión, pero todo corresponde a los soportes de incapacidad y al resultado médico. / el especialista cambió la cita y el resultado del laboratorio quedó sin revisión / el sistema generó un aviso rojo y piden respuesta en menos de treinta minutos / además mencionaron una reunión y un formulario, pero eso no resuelve la cita. Fecha mencionada: 19 de septiembre. Me confirmas por favor. Ref. 0024.",salud
Actualiza tu cuenta - caso en revisión,"Perdón la hora. Me llegó una notificación automática, pero no explica el motivo del cambio. Parece una alerta urgente, aunque la presión es parte del engaño. Agradezco la ayuda. Ref. 2465.",spam
Documento adjunto - certificado pendiente,"Perdón la hora, La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. También aparece una reunión con coordinación, pero es parte del proceso académico. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. El remitente pide responder por este mismo hilo para evitar cruces de información. Fecha relacionada: 12 de enero. Contacto: Paula. Por favor confirmar recibido. Ref. 2194.",educacion
Notificación recibida,"Buenas tardes, El documento tiene un error que debe corregirse antes de radicarlo hoy. El docente dejó observaciones en la tarea, pero el archivo adjunto no abre. Se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo. El cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo. Fecha relacionada: 10 de diciembre. Contacto: Diego. Me confirmas por favor. Ref. 0768.",trabajo
Cambio en la programación - radicación pendiente,"Perdón la hora, me preocupa porque hay dos versiones del documento y nadie confirma cuál es la válida. Además, el acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. No quiero dejarlo mal clasificado: el arrendador pidió revisar el inventario antes de firmar la entrega. Muchas gracias. Ref. 0851.",trabajo
Cambio con el cliente - confirmación de asistencia,"Buen día. Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. La referencia interna quedó como rev-815 y fue enviada desde bogotá.. Quedo atento. Ref. 0946.",trabajo
Respuesta sobre el caso - formulario incompleto,"Hola, me preocupa porque la empresa de mensajería pidió actualizar la dirección para completar la entrega. Además, incluye una autorización familiar, no una cita médica. No quiero dejarlo mal clasificado: La referencia interna quedó como CASO-747 y fue enviada desde Cota.. Por favor confirmar recibido. Ref. 2134.",educacion
Ajuste de agenda,"Hola, revisa esto porfa: el profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma / mencionan pago y soporte, aunque corresponde a matrícula y no a una compra / el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir / el presupuesto fue aprobado parcialmente y toca ajustar la propuesta comercial. Fecha mencionada: 28 de septiembre. Muchas gracias. Ref. 2212.",educacion
Información para revisar,"Hola. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. Quedo atento. Ref. 2171.",educacion
Respuesta sobre el caso,"Buenos días, El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. La aseguradora pidió repetir el examen antes de aprobar el procedimiento. La referencia interna quedó como rev-569 y fue enviada desde cota.. También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 12 de marzo. Contacto: Laura. Me confirmas por favor. Ref. 0411.",salud
Confirmación de asistencia,"Saludos, La coordinación pidió revisar las notas antes del cierre del periodo. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha relacionada: 6 de mayo. Contacto: Paula. Avísame apenas puedas. Ref. 2923.",otros
Cita reprogramada,"Cordial saludo, El pago debe quedar antes del cierre bancario o se cancela la reserva. También aparece 'respuesta del área' en el asunto original y eso puede confundir el caso.. La plataforma pide validación como si fuera un trámite académico. La información parece mezclada con otro caso y puede generar confusión. Fecha relacionada: 7 de abril. Contacto: Julián. Agradezco la ayuda. Ref. 0174.",salud
Documento con observaciones,"Buenas tardes, La incapacidad quedó cargada con una fecha diferente a la que indicó el médico. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. Mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. Fecha relacionada: 18 de noviembre. Contacto: Laura. Por favor confirmar recibido. Ref. 1827.",educacion
Soporte de pago - radicación pendiente #99,"Hola, equipo. La persona encargada no contesta y el proceso quedó detenido. También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso.. Quedo atento. Ref. 2718.",spam
Revisión pendiente del proceso - certificado pendiente,"Cordial saludo, La referencia interna quedó como caso-845 y fue enviada desde cota.. El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. La información parece mezclada con otro caso y puede generar confusión. Parece una alerta urgente, aunque la presión es parte del engaño. Fecha relacionada: 7 de abril. Contacto: Nicolás. Me confirmas por favor. Ref. 2542.",spam
Documento adjunto,"Hola, equipo, También aparece una reunión con coordinación, pero es parte del proceso académico. Solicitan descargar un archivo para recibir un descuento que nunca pedí. El examen fue reprogramado y varios estudiantes no recibieron la notificación. La factura de servicios llegó con una lectura que no coincide con el consumo habitual. Fecha relacionada: 11 de junio. Contacto: Santiago. Muchas gracias. Ref. 2327.",educacion
Seguimiento pendiente,"Hola, equipo, Me llegó una notificación automática, pero no explica el motivo del cambio. El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. El coordinador solicitó validar indicadores antes del comité de seguimiento. Fecha relacionada: 3 de enero. Contacto: Mariana. Quedo pendiente de respuesta. Ref. 0997.",trabajo
Confirmación requerida,"Buenas tardes, La universidad solicitó corregir el formulario de inscripción del semestre. La empresa de mensajería pidió actualizar la dirección para completar la entrega. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. La referencia interna quedó como sol-262 y fue enviada desde facatativá.. Fecha relacionada: 3 de agosto. Contacto: Daniela. Agradezco la ayuda. Ref. 3063.",otros
Nuevo mensaje - soporte de pago,"Hola, La referencia interna quedó como caso-989 y fue enviada desde madrid.. Incluye una firma parecida a soporte oficial, pero solicita información sensible. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. Fecha relacionada: 17 de abril. Contacto: Andrés. Quedo atento. Ref. 2551.",spam
Proceso en revisión,"Saludos, revisa esto porfa: piden responder con datos personales para activar una supuesta devolución / Parece un correo de trabajo porque menciona proyecto e informe, pero es una entrega de clase con rúbrica del docente. / el mensaje suena urgente, pero la categoría correcta es seguimiento educativo / la plataforma cerrará el formulario esta noche y no permite prórroga. Fecha mencionada: 27 de junio. Quedo pendiente de respuesta. Ref. 1904.",educacion
Confirmación de asistencia - plazo cercano,"Perdón la hora, revisa esto porfa: la matrícula quedó pendiente porque falta cargar el certificado académico / También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso. / incluye una firma parecida a soporte oficial, pero solicita información sensible / el remitente pide responder por este mismo hilo para evitar cruces de información. Fecha mencionada: 16 de febrero. Quedo atento. Ref. 2804.",spam
Documento con observaciones,"Buenos días, El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. La referencia interna quedó como caso-828 y fue enviada desde cali.. Fecha relacionada: 26 de marzo. Contacto: Valentina. Me confirmas por favor. Ref. 2833.",spam
Solicitud de soporte,"Hola, equipo, revisa esto porfa: el dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis / el texto mezcla logos de banco con errores de escritura y una urgencia exagerada / parece una alerta urgente, aunque la presión es parte del engaño / El correo usa palabras de urgencia y seguridad para presionar, pero el dominio del remitente no coincide con la entidad.. Fecha mencionada: 14 de abril. Avísame apenas puedas. Ref. 2737.",spam
Información incompleta - autorización requerida #77,"Buenas tardes, me preocupa porque el soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Además, la incapacidad quedó cargada con una fecha diferente a la que indicó el médico. No quiero dejarlo mal clasificado: También aparece 'caso en revisión' en el asunto original y eso puede confundir el caso.. Quedo pendiente de respuesta. Ref. 0103.",salud
Revisión pendiente del proceso - caso en revisión,"Saludos, El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. El proveedor adjuntó una factura que parece mensaje comercial. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Fecha relacionada: 5 de julio. Contacto: Julián. Avísame apenas puedas. Ref. 0718.",trabajo
Revisión de información - certificado pendiente,"Hola, El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. La referencia interna quedó como sol-236 y fue enviada desde facatativá.. Aunque se menciona capacitación, certificado y asistencia, el punto es cerrar el informe con el cliente y asignar responsables.. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 18 de julio. Contacto: Valentina. Por favor confirmar recibido. Ref. 1145.",trabajo
Tema por validar,"Buenas tardes, El presupuesto fue aprobado parcialmente y toca ajustar la propuesta comercial. La factura de servicios llegó con una lectura que no coincide con el consumo habitual. Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. La secretaría académica pidió validar el recibo de pago antes de habilitar materias. Fecha relacionada: 12 de abril. Contacto: Laura. Avísame apenas puedas. Ref. 1987.",educacion
Solicitud de soporte,"Perdón la hora, También aparece 'cambio de horario' en el asunto original y eso puede confundir el caso.. La entrega se vence en unas horas y falta una firma obligatoria. La aseguradora pidió repetir el examen antes de aprobar el procedimiento. Aunque el correo usa lenguaje de seguimiento, el plazo final es esta tarde y requiere acción inmediata.. Fecha relacionada: 17 de noviembre. Contacto: Julián. Gracias. Ref. 1277.",urgente
Actualización de estado - caso en revisión,"Hola, equipo, Aparece una factura inesperada con botón de pago y remitente no reconocido. Si no se autoriza el cambio esta tarde, el caso queda suspendido. Parece una alerta urgente, aunque la presión es parte del engaño. La referencia interna quedó como caso-216 y fue enviada desde funza.. Fecha relacionada: 25 de agosto. Contacto: Camila. Avísame apenas puedas. Ref. 2694.",spam
Solicitud con prioridad,"Buenas tardes, Me llegó una notificación automática, pero no explica el motivo del cambio. La matrícula quedó pendiente porque falta cargar el certificado académico. Aunque hay palabras como pago, cita y confirmación, se trata de coordinar una entrega personal y un cambio de horario familiar.. Parece urgente por el tono, aunque es una coordinación cotidiana. Fecha relacionada: 7 de septiembre. Contacto: Paula. Agradezco la ayuda. Ref. 3500.",otros
Atención prioritaria - soporte de pago,"Buenos días, Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Necesito saber si debo esperar o hacer una corrección manual. La entrega se vence en unas horas y falta una firma obligatoria. Fecha relacionada: 12 de abril. Contacto: Diego. Por favor confirmar recibido. Ref. 1396.",urgente
Cita reprogramada - revisión del documento,"Saludos, La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. También aparece 'validación de datos' en el asunto original y eso puede confundir el caso.. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Incluyeron un cobro parecido a una factura de servicios y por eso genera duda. Fecha relacionada: 1 de septiembre. Contacto: Camila. Avísame apenas puedas. Ref. 0527.",salud
Consulta sobre el proceso,"Saludos, Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. La novedad escaló a prioridad alta porque afecta la operación del día. Hay dos versiones del documento y nadie confirma cuál es la válida. El grupo de estudio necesita confirmar el enlace de la clase virtual. Fecha relacionada: 25 de agosto. Contacto: Carlos. Gracias. Ref. 2306.",educacion
Solicitud de soporte - respuesta del área,"Cordial saludo, El paquete quedó en recepción y piden retirarlo antes del fin de semana. El proveedor adjuntó una factura que parece mensaje comercial. El acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 20 de octubre. Contacto: Mariana. Quedo pendiente de respuesta. Ref. 1135.",trabajo
Resultado pendiente,"Buen día, El centro médico pide un soporte que no aparece en el correo anterior. La referencia interna quedó como reg-221 y fue enviada desde cali.. El mensaje parece de trabajo porque menciona informe y reunión, pero todo corresponde a los soportes de incapacidad y al resultado médico.. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Fecha relacionada: 14 de octubre. Contacto: Laura. Quedo pendiente de respuesta. Ref. 0565.",salud
Confirmación requerida,"Hola, equipo, El trámite personal quedó radicado, pero falta un soporte de identidad. El remitente pide responder por este mismo hilo para evitar cruces de información. La coordinación pidió revisar las notas antes del cierre del periodo. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. Fecha relacionada: 20 de octubre. Contacto: Mariana. Quedo pendiente de respuesta. Ref. 3305.",otros
Cambio en la fecha #22,"Saludos, me preocupa porque la persona encargada no contesta y el proceso quedó detenido. Además, si no se autoriza el cambio esta tarde, el caso queda suspendido. No quiero dejarlo mal clasificado: el aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Muchas gracias. Ref. 2902.",spam
Pendiente de autorización - radicación pendiente,"Buen día, La fórmula del medicamento quedó incompleta y la farmacia no la puede entregar. En el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa. El presupuesto fue aprobado parcialmente y toca ajustar la propuesta comercial. El remitente pide responder por este mismo hilo para evitar cruces de información. Fecha relacionada: 28 de noviembre. Contacto: Santiago. Gracias. Ref. 0619.",trabajo
Caso crítico,"Perdón la hora, No es publicidad: hay una consecuencia directa si no se actúa ahora. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. La persona encargada está esperando confirmación ahora para no perder el cupo. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Fecha relacionada: 23 de julio. Contacto: Laura. Quedo atento. Ref. 1629.",urgente
Respuesta sobre el caso,"Cordial saludo, revisa esto porfa: necesito saber si debo esperar o hacer una corrección manual / hay palabras como informe y proyecto, pero se refiere a una actividad de clase / el área financiera pidió soporte de viáticos y no coincide con la política interna / Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. Fecha mencionada: 8 de enero. Me confirmas por favor. Ref. 1959.",educacion
Respuesta pendiente,"Buenas tardes, El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso.. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Fecha relacionada: 20 de diciembre. Contacto: Laura. Quedo pendiente de respuesta. Ref. 2802.",spam
Actualización del caso - estado del proceso #14,"Saludos, El laboratorio envió el archivo, pero tiene un dato personal mal escrito. También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso.. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. Fecha relacionada: 21 de octubre. Contacto: Diego. Gracias. Ref. 2070.",educacion
